Iteration,Model,AUC,Accuracy,Precision,Recall,F1Score,MCC
1,RandomForest,0.8014924524215034,0.7510807889759524,0.8011754068716094,0.8563834927998454,0.827860045779418,0.3830826018787196
1,XGBoost,0.8201102145933244,0.7657389894623075,0.8141956700465881,0.8614091040881415,0.8371372217526064,0.42331436063528993
1,LogisticRegression,0.8089003414585457,0.754728451769792,0.8043320645278231,0.8577365419928482,0.8301763247743323,0.39308299457722634
2,RandomForest,0.7905111291314609,0.7414212375033775,0.797164667393675,0.8460648148148148,0.8208871420550251,0.35962910122286607
2,XGBoost,0.8106856695255708,0.7593218049175898,0.811384643543516,0.8551311728395061,0.8326837285747828,0.4069040128369384
2,LogisticRegression,0.7998608380227988,0.7481086192920832,0.8027359781121751,0.8489583333333334,0.8252003937561524,0.377716737186356
3,RandomForest,0.7962296906354319,0.745271548230208,0.7971766848816029,0.8500534136156161,0.8227663674390185,0.3742031760594599
3,XGBoost,0.8149817623159717,0.7587138611186166,0.8101651139193802,0.852966883558318,0.8310152332292554,0.41193107356354103
3,LogisticRegression,0.8037165822293331,0.7503377465549851,0.8029371271225333,0.8495678352918326,0.82559456398641,0.38957555049263587
4,RandomForest,0.7986663211435486,0.7472980275601189,0.8007091553777617,0.8504248744689069,0.8248185436665886,0.3751847760745134
4,XGBoost,0.8164827965263942,0.7618886787354769,0.8148796902369319,0.8535148706064117,0.8337499410460784,0.41653235247410547
4,LogisticRegression,0.8037006663498865,0.7518238313969198,0.8046689768374977,0.8520664349169563,0.8276897101585217,0.3876073409742821
5,RandomForest,0.7980674167124605,0.7488516617130505,0.8019227280972248,0.8521588280647648,0.8262779179515933,0.37695828204579374
5,XGBoost,0.8175651075130643,0.7647932991083491,0.8167616247013416,0.856592135697764,0.8362028412832816,0.4215331789014804
5,LogisticRegression,0.8063480042889609,0.7537152121048365,0.8075306159751416,0.8515805705474171,0.8289708227788722,0.39202921314370137
6,RandomForest,0.7994414143365061,0.7472304782491218,0.8000542839048222,0.8523373493975903,0.82536867649804,0.3719996453034828
6,XGBoost,0.8160918916125102,0.7628343690894352,0.8142281633400477,0.8571566265060241,0.8351410996854016,0.41541685543028806
6,LogisticRegression,0.803000519576613,0.7493920562010268,0.8035893231301813,0.8502168674698796,0.826245784938179,0.3800939416362216
7,RandomForest,0.8000866943223119,0.7443934071872467,0.7930285196921684,0.8539533976796334,0.8223640972678621,0.3722318206324347
7,XGBoost,0.8171642515094639,0.7584436638746285,0.8072854383221415,0.8556108023788632,0.8307459295721317,0.41240818355251047
7,LogisticRegression,0.8047540856680047,0.7479059713590921,0.798845836768343,0.8502486107048844,0.8237461037120998,0.38505801078716206
8,RandomForest,0.7993750917699989,0.7452039989192111,0.7940030799891294,0.8540387800837962,0.822927424654962,0.374084650473378
8,XGBoost,0.8171327729685275,0.7618886787354769,0.8082906295754027,0.8606645230439443,0.833655797272427,0.4188547863050976
8,LogisticRegression,0.805311638417439,0.7504052958659821,0.7982742960944595,0.8563772775991425,0.8263056456541156,0.38794080307001366
9,RandomForest,0.8013038035747663,0.7454741961631991,0.7946785325099891,0.8530902710079937,0.8228490832157968,0.3759232908489384
9,XGBoost,0.8199379780801815,0.7608078897595244,0.8095106441802599,0.8563072723727823,0.8322516462172534,0.41875990232748955
9,LogisticRegression,0.8086924119700294,0.7500675493109971,0.8002747252747253,0.8519204523298889,0.8252903956936444,0.3902316769134401
10,RandomForest,0.8012049549939115,0.7480410699810862,0.7979396349177661,0.855288647810926,0.825619448340346,0.37663388327140407
10,XGBoost,0.818940447795013,0.7627668197784383,0.8112207602339181,0.859938008523828,0.8348692871920255,0.41726478371216097
10,LogisticRegression,0.8067585346384292,0.7531748176168603,0.8024668964266279,0.8570321580782643,0.8288524590163934,0.39079268789523003
