Iteration,Model,AUC,Accuracy,Precision,Recall,F1Score,MCC
1,RandomForest,0.8025233407260537,0.7632445786439748,0.6789280084077772,0.5369908561928513,0.5996750986307728,0.4408569081666528
1,XGBoost,0.8139312430160937,0.7726461707384024,0.7012080536912751,0.542809642560266,0.6119245636640506,0.462271313180493
1,LogisticRegression,0.7940853552593925,0.762901454844908,0.6841248303934871,0.5238985868661679,0.5933859009062021,0.43780396716678244
2,RandomForest,0.800464028534724,0.7639308262421082,0.6876633559853633,0.5395816242821985,0.6046885773385429,0.44645233066466494
2,XGBoost,0.8134908689289766,0.7725775459785891,0.7061774023231256,0.5486054142739951,0.6174976915974146,0.4667008618036028
2,LogisticRegression,0.792395361229109,0.7617348339280813,0.6891163793103449,0.5246103363412633,0.5957149510945506,0.43923691575540363
3,RandomForest,0.8043895315080513,0.7696953060664288,0.6953781512605042,0.5466556564822461,0.6121128062875636,0.4582742805155949
3,XGBoost,0.8177706957060281,0.7767636563272029,0.7128712871287128,0.5499587118084228,0.620906654236103,0.47430025929483977
3,LogisticRegression,0.7975719822779944,0.7672248147131485,0.696322336398053,0.5315854665565648,0.602903301334582,0.45048562025647904
4,RandomForest,0.8028362883805087,0.7666071918748284,0.6869404949973671,0.5411740302841734,0.6054066597053023,0.44935298472992113
4,XGBoost,0.8161518321449902,0.7738127916552292,0.7039315324953196,0.5459448247251607,0.6149532710280373,0.46584861707300157
4,LogisticRegression,0.7950672427961532,0.7621465824869613,0.6820747110991668,0.5264467952706907,0.5942402247717162,0.4371378797944718
5,RandomForest,0.8040825177444437,0.7636563272028548,0.6834850455136541,0.54129763130793,0.6041379310344829,0.4449613485046012
5,XGBoost,0.8168017723405538,0.7705188031841889,0.6987634832938701,0.5470648815653965,0.6136783733826248,0.4607591833417966
5,LogisticRegression,0.797762666998191,0.7638622014822948,0.6867406233491812,0.5355303810504635,0.601782201134128,0.44441711277105167
6,RandomForest,0.8054857365856769,0.7674993137524019,0.6905934179839337,0.5484667627083762,0.6113787565955495,0.4546699934922043
6,XGBoost,0.8196374134829516,0.7748421630524294,0.7093949044585988,0.5501131920148179,0.6196823924886983,0.4709328963969889
6,LogisticRegression,0.7969006218330247,0.7642739500411748,0.6905781584582441,0.5309734513274337,0.6003490401396161,0.44480005872607703
7,RandomForest,0.8031044246584386,0.7661954433159484,0.6811137378513265,0.5417885499373172,0.6035144885371815,0.44657056203651824
7,XGBoost,0.8152738132175655,0.7720971726598956,0.6953854361162977,0.5447137484329294,0.6108963093145869,0.45985174559700304
7,LogisticRegression,0.7956578660475847,0.7646856986000549,0.6818547306352184,0.5315503552026745,0.597393448397323,0.441463847098332
8,RandomForest,0.8064293060222081,0.7676365632720286,0.6926751592356688,0.5394791236047953,0.6065535672786427,0.4522848268258926
8,XGBoost,0.818028873534148,0.7761460334888828,0.7104700854700855,0.5498139727159983,0.6199021207177814,0.4725615197997655
8,LogisticRegression,0.7967847067676082,0.7667444413944551,0.6953570458865056,0.5293509714758164,0.6011031569064664,0.44871762874622473
9,RandomForest,0.8010515146520519,0.7661268185561351,0.6834157771413695,0.5449449865061241,0.6063756063756064,0.448755475773283
9,XGBoost,0.8145671824555247,0.771342300301949,0.6956521739130435,0.5480589578575877,0.6130980027868091,0.46054298367936125
9,LogisticRegression,0.7943628552856166,0.762283832006588,0.6802557953637091,0.5299979240190991,0.5957992998833139,0.43782095502564966
10,RandomForest,0.8048823075083484,0.7665385671150151,0.6834608282774993,0.5405800125182558,0.6036812674743709,0.4474903957270694
10,XGBoost,0.8178151075765873,0.774979412572056,0.7043736501079914,0.5443354892551637,0.614099093797811,0.46653797004947545
10,LogisticRegression,0.7973800908272275,0.7652346966785616,0.6861096039066739,0.5276444815355728,0.5965326099775917,0.4423972220946321
