Iteration,Model,AUC,Accuracy,Precision,Recall,F1Score,MCC
1,RandomForest,0.821275452616371,0.7805351448773049,0.8254708830136512,0.8928971962616823,0.8578611834425788,0.38548540262911857
1,XGBoost,0.839520068626123,0.796201303202551,0.8372153658960543,0.9002803738317757,0.8676033504458254,0.4331140673388417
1,LogisticRegression,0.8235814132566808,0.7849715790933037,0.8253682768071258,0.9006542056074767,0.86136932427601,0.39381230525248995
2,RandomForest,0.8272857143756901,0.7830999584084293,0.829002079002079,0.8923076923076924,0.8594907719250977,0.3920603170737263
2,XGBoost,0.8433378744105575,0.7946069596561763,0.8397828751532131,0.8943589743589744,0.866212128053461,0.4301167963782164
2,LogisticRegression,0.8276807566026696,0.7816442534313046,0.8255264288783842,0.8955710955710956,0.8591234347048301,0.38371874948794743
3,RandomForest,0.8288936288595476,0.7815056148620546,0.8281032078103208,0.8895131086142322,0.8577103647526183,0.39450536002871495
3,XGBoost,0.8463288431505466,0.7966172189103008,0.8389637668475407,0.8975655430711611,0.8672758527096717,0.4390244361249182
3,LogisticRegression,0.8318390552919368,0.7862886455011784,0.8279941283136172,0.8978464419475656,0.8615066708593505,0.4033949233303862
4,RandomForest,0.8264505050206251,0.7845556633855538,0.8299490192689881,0.8939041414611447,0.8607402096962093,0.39321435094240803
4,XGBoost,0.8423614453201194,0.7976570081796756,0.8397291196388262,0.9001395998138669,0.8688855949332974,0.43319873703713063
4,LogisticRegression,0.8275469633974926,0.7861500069319285,0.8276865160848734,0.9003257328990228,0.8624793830517542,0.3926538948344003
5,RandomForest,0.8214203945451898,0.7809510605850548,0.8283982683982684,0.8903778150009306,0.8582705418012199,0.3838366535865838
5,XGBoost,0.8388513243552707,0.7950228753639262,0.8390944710491947,0.8967988088591103,0.866987539921731,0.4269910732433687
5,LogisticRegression,0.8246632973644389,0.7825454041314294,0.8251431501581061,0.8984738507351573,0.86024858555709,0.38142360642167916
6,RandomForest,0.8273573555683555,0.7833079162623042,0.829390867342518,0.8921614316338895,0.8596317916479569,0.3924551861645211
6,XGBoost,0.8413467522454807,0.7946069596561763,0.8376521739130435,0.8978469568459316,0.8667056547752936,0.426517814007991
6,LogisticRegression,0.8269772356377758,0.7830999584084293,0.8257887517146777,0.8977537515145866,0.8602688340106284,0.386274797402025
7,RandomForest,0.8208387722982634,0.779841952031055,0.8250586905486479,0.8907350042241622,0.8566398844452469,0.39074288858329587
7,XGBoost,0.8371543609159917,0.7948149175100513,0.8358508687680084,0.8986201070121093,0.8660997014385236,0.4349650715715291
7,LogisticRegression,0.8232758291465526,0.7833079162623042,0.8238533689011273,0.8987139772833943,0.8596569991918828,0.3955072727722679
8,RandomForest,0.8263577835097955,0.7804658255926799,0.8228045817424505,0.8939379654944848,0.8568975645022819,0.39537492488597775
8,XGBoost,0.8456061897495992,0.7973797310411757,0.8346106950008709,0.9034599792589799,0.8676716917922949,0.4446757006443304
8,LogisticRegression,0.8302990290863319,0.7835851934008041,0.8219908801514239,0.9007259357028378,0.8595591542959964,0.4002651730511668
9,RandomForest,0.8236411090104813,0.7816442534313046,0.8264879916463627,0.8914961516801202,0.8577621240856137,0.3961488135678227
9,XGBoost,0.8439697793967027,0.7968944960488008,0.8376464416856094,0.8992866529003192,0.8673728046351621,0.4413106938961891
9,LogisticRegression,0.8286040212917207,0.7833772355469292,0.8242742699629598,0.8981603153745072,0.8596325742262948,0.39611810142282794
10,RandomForest,0.8242134636044618,0.7867738804935533,0.8304791558553883,0.8958760962866207,0.8619389587073609,0.4023759133005281
10,XGBoost,0.8418554149699877,0.7990433938721753,0.8396906768615866,0.9016607576040306,0.869573041796014,0.43965864878798716
10,LogisticRegression,0.8270562375485452,0.7854568140856787,0.8268587599691278,0.89960813584624,0.8617007015505608,0.39425197267133044
